period,game_clock,team_id,hull_area,game
1,666.83,1610612766,36.33249655889999,01.01.2016.CHA.at.TOR
1,666.63,1610612766,30.6657588019,01.01.2016.CHA.at.TOR
1,666.43,1610612766,33.35414283659999,01.01.2016.CHA.at.TOR
1,666.23,1610612766,49.931147733200014,01.01.2016.CHA.at.TOR
1,666.03,1610612766,82.44506755079999,01.01.2016.CHA.at.TOR
1,665.83,1610612766,120.4023908424,01.01.2016.CHA.at.TOR
1,665.63,1610612766,175.89087033215003,01.01.2016.CHA.at.TOR
1,665.43,1610612766,238.72877184555006,01.01.2016.CHA.at.TOR
1,665.23,1610612766,298.5393215017,01.01.2016.CHA.at.TOR
1,665.03,1610612766,352.80112540355003,01.01.2016.CHA.at.TOR
1,664.83,1610612766,405.26545064690004,01.01.2016.CHA.at.TOR
1,664.63,1610612766,441.28530229825003,01.01.2016.CHA.at.TOR
1,664.43,1610612766,466.67558637369996,01.01.2016.CHA.at.TOR
1,664.23,1610612766,486.66377200175,01.01.2016.CHA.at.TOR
1,664.03,1610612766,529.3300231450498,01.01.2016.CHA.at.TOR
1,663.83,1610612766,595.10793285515,01.01.2016.CHA.at.TOR
1,663.63,1610612766,660.7743547507499,01.01.2016.CHA.at.TOR
1,663.43,1610612766,722.4668991540001,01.01.2016.CHA.at.TOR
1,663.23,1610612766,784.9183102929001,01.01.2016.CHA.at.TOR
1,663.03,1610612766,762.1010394066,01.01.2016.CHA.at.TOR
1,662.83,1610612766,725.1089279723001,01.01.2016.CHA.at.TOR
1,662.63,1610612766,721.1102228399999,01.01.2016.CHA.at.TOR
1,662.43,1610612766,717.9077098596998,01.01.2016.CHA.at.TOR
1,662.23,1610612766,694.4264057855501,01.01.2016.CHA.at.TOR
1,662.03,1610612766,649.6440442823,01.01.2016.CHA.at.TOR
1,661.83,1610612766,598.8111988583503,01.01.2016.CHA.at.TOR
1,661.63,1610612766,575.4465945978,01.01.2016.CHA.at.TOR
1,661.43,1610612766,566.0990398795501,01.01.2016.CHA.at.TOR
1,661.23,1610612766,554.0647217361,01.01.2016.CHA.at.TOR
1,661.03,1610612766,572.4098201611997,01.01.2016.CHA.at.TOR
1,660.83,1610612766,571.5391620024001,01.01.2016.CHA.at.TOR
1,660.63,1610612766,541.7216077834497,01.01.2016.CHA.at.TOR
1,660.43,1610612766,499.4774084045499,01.01.2016.CHA.at.TOR
1,660.23,1610612766,485.25868631089986,01.01.2016.CHA.at.TOR
1,660.03,1610612766,493.71720024799987,01.01.2016.CHA.at.TOR
1,658.88,1610612761,44.493637048700016,01.01.2016.CHA.at.TOR
1,658.67,1610612761,42.73057623570004,01.01.2016.CHA.at.TOR
1,658.48,1610612761,42.10901553009997,01.01.2016.CHA.at.TOR
1,658.27,1610612761,47.27534225069998,01.01.2016.CHA.at.TOR
1,658.08,1610612761,58.61975913890005,01.01.2016.CHA.at.TOR
1,657.88,1610612761,73.1149388602001,01.01.2016.CHA.at.TOR
1,657.68,1610612761,89.81906265809991,01.01.2016.CHA.at.TOR
1,657.48,1610612761,112.73077420579997,01.01.2016.CHA.at.TOR
1,657.28,1610612761,139.24216407404998,01.01.2016.CHA.at.TOR
1,657.08,1610612761,163.41004404974993,01.01.2016.CHA.at.TOR
1,656.88,1610612761,192.28358520065018,01.01.2016.CHA.at.TOR
1,656.36,1610612761,281.61349360330007,01.01.2016.CHA.at.TOR
1,656.16,1610612761,318.80684025589983,01.01.2016.CHA.at.TOR
1,655.72,1610612761,417.5830482858,01.01.2016.CHA.at.TOR
1,655.52,1610612761,447.82002204259993,01.01.2016.CHA.at.TOR
1,655.32,1610612761,468.41333261839986,01.01.2016.CHA.at.TOR
1,655.12,1610612761,489.75144955154997,01.01.2016.CHA.at.TOR
1,654.92,1610612761,505.73898005984995,01.01.2016.CHA.at.TOR
1,654.72,1610612761,524.6484877337,01.01.2016.CHA.at.TOR
1,654.52,1610612761,540.2007026834,01.01.2016.CHA.at.TOR
1,654.32,1610612761,560.5048599190001,01.01.2016.CHA.at.TOR
1,654.12,1610612761,578.6806657663002,01.01.2016.CHA.at.TOR
1,653.92,1610612761,592.7069469645002,01.01.2016.CHA.at.TOR
1,653.72,1610612761,596.2221096293,01.01.2016.CHA.at.TOR
1,653.52,1610612761,600.4621589026,01.01.2016.CHA.at.TOR
1,653.32,1610612761,595.5465264455001,01.01.2016.CHA.at.TOR
1,653.12,1610612761,592.2056598210498,01.01.2016.CHA.at.TOR
1,652.92,1610612761,588.9907202186001,01.01.2016.CHA.at.TOR
1,652.72,1610612761,586.0118789708499,01.01.2016.CHA.at.TOR
1,652.52,1610612761,576.26776939655,01.01.2016.CHA.at.TOR
1,652.32,1610612761,563.9525002105499,01.01.2016.CHA.at.TOR
1,652.12,1610612761,564.41402528035,01.01.2016.CHA.at.TOR
